"indicator","area_name","area_code","area_type","year","period","numerator","measure","lower_confidence_interval","upper_confidence_interval","definition","data_source"
"Alcohol-related hospital admissions","North Ayrshire","S12000021","Council area",2013,"2013/14 financial year",1206,922.55,870.48,976.89,"Age-sex standardised rate per 100,000","Public Health Scotland (SMR01)"
"Alcohol-related hospital admissions","Orkney Islands","S12000023","Council area",2013,"2013/14 financial year",321,1407.14,1255.97,1571.37,"Age-sex standardised rate per 100,000","Public Health Scotland (SMR01)"
"Alcohol-related hospital admissions","Scottish Borders","S12000026","Council area",2013,"2013/14 financial year",633,567.27,522.78,614.46,"Age-sex standardised rate per 100,000","Public Health Scotland (SMR01)"
"Alcohol-related hospital admissions","Shetland Islands","S12000027","Council area",2013,"2013/14 financial year",162,683.17,581.19,797.82,"Age-sex standardised rate per 100,000","Public Health Scotland (SMR01)"
"Alcohol-related hospital admissions","South Ayrshire","S12000028","Council area",2013,"2013/14 financial year",849,772.81,720.78,827.55,"Age-sex standardised rate per 100,000","Public Health Scotland (SMR01)"
"Alcohol-related hospital admissions","South Lanarkshire","S12000029","Council area",2013,"2013/14 financial year",2193,712.46,682.66,743.21,"Age-sex standardised rate per 100,000","Public Health Scotland (SMR01)"
"Alcohol-related hospital admissions","Stirling","S12000030","Council area",2013,"2013/14 financial year",396,455.65,411.2,503.54,"Age-sex standardised rate per 100,000","Public Health Scotland (SMR01)"
"Alcohol-related hospital admissions","Aberdeen City","S12000033","Council area",2013,"2013/14 financial year",1707,791.82,753.6,831.44,"Age-sex standardised rate per 100,000","Public Health Scotland (SMR01)"
"Alcohol-related hospital admissions","Aberdeenshire","S12000034","Council area",2013,"2013/14 financial year",927,362.83,339.65,387.16,"Age-sex standardised rate per 100,000","Public Health Scotland (SMR01)"
"Alcohol-related hospital admissions","Argyll & Bute","S12000035","Council area",2013,"2013/14 financial year",600,665.17,611.86,721.81,"Age-sex standardised rate per 100,000","Public Health Scotland (SMR01)"
"Alcohol-related hospital admissions","City of Edinburgh","S12000036","Council area",2013,"2013/14 financial year",2976,662.29,638.02,687.22,"Age-sex standardised rate per 100,000","Public Health Scotland (SMR01)"
"Alcohol-related hospital admissions","Renfrewshire","S12000038","Council area",2013,"2013/14 financial year",1707,1010.8,962.9,1060.44,"Age-sex standardised rate per 100,000","Public Health Scotland (SMR01)"
"Alcohol-related hospital admissions","West Dunbartonshire","S12000039","Council area",2013,"2013/14 financial year",834,979.85,912.9,1050.33,"Age-sex standardised rate per 100,000","Public Health Scotland (SMR01)"
"Alcohol-related hospital admissions","West Lothian","S12000040","Council area",2013,"2013/14 financial year",1092,642.28,604.06,682.25,"Age-sex standardised rate per 100,000","Public Health Scotland (SMR01)"
"Alcohol-related hospital admissions","Angus","S12000041","Council area",2013,"2013/14 financial year",438,381.73,346.42,419.62,"Age-sex standardised rate per 100,000","Public Health Scotland (SMR01)"
"Alcohol-related hospital admissions","Dundee City","S12000042","Council area",2013,"2013/14 financial year",1026,756.55,710.15,805.15,"Age-sex standardised rate per 100,000","Public Health Scotland (SMR01)"
"Alcohol-related hospital admissions","East Dunbartonshire","S12000045","Council area",2013,"2013/14 financial year",453,435.09,395.17,477.89,"Age-sex standardised rate per 100,000","Public Health Scotland (SMR01)"
"Alcohol-related hospital admissions","Fife","S12000047","Council area",2013,"2013/14 financial year",2292,636.76,610.75,663.59,"Age-sex standardised rate per 100,000","Public Health Scotland (SMR01)"
"Alcohol-related hospital admissions","Perth & Kinross","S12000048","Council area",2013,"2013/14 financial year",531,354.22,324.45,385.97,"Age-sex standardised rate per 100,000","Public Health Scotland (SMR01)"
"Alcohol-related hospital admissions","Glasgow City","S12000049","Council area",2013,"2013/14 financial year",6654,1249.22,1218.42,1280.59,"Age-sex standardised rate per 100,000","Public Health Scotland (SMR01)"
"Alcohol-related hospital admissions","North Lanarkshire","S12000050","Council area",2013,"2013/14 financial year",2586,791.47,760.95,822.89,"Age-sex standardised rate per 100,000","Public Health Scotland (SMR01)"
"Alcohol-related hospital admissions","Aberdeen City","S37000001","HSC partnership",2013,"2013/14 financial year",1707,791.82,753.6,831.44,"Age-sex standardised rate per 100,000","Public Health Scotland (SMR01)"
"Alcohol-related hospital admissions","Aberdeenshire","S37000002","HSC partnership",2013,"2013/14 financial year",927,362.83,339.65,387.16,"Age-sex standardised rate per 100,000","Public Health Scotland (SMR01)"
"Alcohol-related hospital admissions","Angus","S37000003","HSC partnership",2013,"2013/14 financial year",438,381.73,346.42,419.62,"Age-sex standardised rate per 100,000","Public Health Scotland (SMR01)"
"Alcohol-related hospital admissions","Argyll & Bute","S37000004","HSC partnership",2013,"2013/14 financial year",600,665.17,611.86,721.81,"Age-sex standardised rate per 100,000","Public Health Scotland (SMR01)"
"Alcohol-related hospital admissions","Clackmannanshire & Stirling","S37000005","HSC partnership",2013,"2013/14 financial year",660,474.69,438.67,512.84,"Age-sex standardised rate per 100,000","Public Health Scotland (SMR01)"
"Alcohol-related hospital admissions","Dumfries & Galloway","S37000006","HSC partnership",2013,"2013/14 financial year",783,518.55,482.11,556.97,"Age-sex standardised rate per 100,000","Public Health Scotland (SMR01)"
"Alcohol-related hospital admissions","Dundee City","S37000007","HSC partnership",2013,"2013/14 financial year",1026,756.55,710.15,805.15,"Age-sex standardised rate per 100,000","Public Health Scotland (SMR01)"
"Alcohol-related hospital admissions","East Ayrshire","S37000008","HSC partnership",2013,"2013/14 financial year",969,805.15,754.76,857.99,"Age-sex standardised rate per 100,000","Public Health Scotland (SMR01)"
"Alcohol-related hospital admissions","East Dunbartonshire","S37000009","HSC partnership",2013,"2013/14 financial year",453,435.09,395.17,477.89,"Age-sex standardised rate per 100,000","Public Health Scotland (SMR01)"
"Alcohol-related hospital admissions","East Lothian","S37000010","HSC partnership",2013,"2013/14 financial year",447,444.79,404.12,488.42,"Age-sex standardised rate per 100,000","Public Health Scotland (SMR01)"
"Alcohol-related hospital admissions","East Renfrewshire","S37000011","HSC partnership",2013,"2013/14 financial year",387,449.29,404.73,497.34,"Age-sex standardised rate per 100,000","Public Health Scotland (SMR01)"
"Alcohol-related hospital admissions","Edinburgh","S37000012","HSC partnership",2013,"2013/14 financial year",2976,662.29,638.02,687.22,"Age-sex standardised rate per 100,000","Public Health Scotland (SMR01)"
"Alcohol-related hospital admissions","Falkirk","S37000013","HSC partnership",2013,"2013/14 financial year",789,512.99,477.45,550.45,"Age-sex standardised rate per 100,000","Public Health Scotland (SMR01)"
"Alcohol-related hospital admissions","Highland","S37000016","HSC partnership",2013,"2013/14 financial year",1578,669.59,636.63,703.81,"Age-sex standardised rate per 100,000","Public Health Scotland (SMR01)"
"Alcohol-related hospital admissions","Inverclyde","S37000017","HSC partnership",2013,"2013/14 financial year",813,1022.72,952.79,1096.37,"Age-sex standardised rate per 100,000","Public Health Scotland (SMR01)"
"Alcohol-related hospital admissions","Midlothian","S37000018","HSC partnership",2013,"2013/14 financial year",450,545.24,495.56,598.53,"Age-sex standardised rate per 100,000","Public Health Scotland (SMR01)"
"Alcohol-related hospital admissions","Moray","S37000019","HSC partnership",2013,"2013/14 financial year",402,434.01,392.34,478.87,"Age-sex standardised rate per 100,000","Public Health Scotland (SMR01)"
"Alcohol-related hospital admissions","North Ayrshire","S37000020","HSC partnership",2013,"2013/14 financial year",1206,922.55,870.48,976.89,"Age-sex standardised rate per 100,000","Public Health Scotland (SMR01)"
"Alcohol-related hospital admissions","Orkney Islands","S37000022","HSC partnership",2013,"2013/14 financial year",321,1407.14,1255.97,1571.37,"Age-sex standardised rate per 100,000","Public Health Scotland (SMR01)"
"Alcohol-related hospital admissions","Renfrewshire","S37000024","HSC partnership",2013,"2013/14 financial year",1707,1010.8,962.9,1060.44,"Age-sex standardised rate per 100,000","Public Health Scotland (SMR01)"
"Alcohol-related hospital admissions","Scottish Borders","S37000025","HSC partnership",2013,"2013/14 financial year",633,567.27,522.78,614.46,"Age-sex standardised rate per 100,000","Public Health Scotland (SMR01)"
"Alcohol-related hospital admissions","Shetland Islands","S37000026","HSC partnership",2013,"2013/14 financial year",162,683.17,581.19,797.82,"Age-sex standardised rate per 100,000","Public Health Scotland (SMR01)"
"Alcohol-related hospital admissions","South Ayrshire","S37000027","HSC partnership",2013,"2013/14 financial year",849,772.81,720.78,827.55,"Age-sex standardised rate per 100,000","Public Health Scotland (SMR01)"
"Alcohol-related hospital admissions","South Lanarkshire","S37000028","HSC partnership",2013,"2013/14 financial year",2193,712.46,682.66,743.21,"Age-sex standardised rate per 100,000","Public Health Scotland (SMR01)"
"Alcohol-related hospital admissions","West Dunbartonshire","S37000029","HSC partnership",2013,"2013/14 financial year",834,979.85,912.9,1050.33,"Age-sex standardised rate per 100,000","Public Health Scotland (SMR01)"
"Alcohol-related hospital admissions","West Lothian","S37000030","HSC partnership",2013,"2013/14 financial year",1092,642.28,604.06,682.25,"Age-sex standardised rate per 100,000","Public Health Scotland (SMR01)"
"Alcohol-related hospital admissions","Western Isles","S37000031","HSC partnership",2013,"2013/14 financial year",249,871.41,765.08,988.2,"Age-sex standardised rate per 100,000","Public Health Scotland (SMR01)"
"Alcohol-related hospital admissions","Fife","S37000032","HSC partnership",2013,"2013/14 financial year",2292,636.76,610.75,663.59,"Age-sex standardised rate per 100,000","Public Health Scotland (SMR01)"
"Alcohol-related hospital admissions","Perth & Kinross","S37000033","HSC partnership",2013,"2013/14 financial year",531,354.22,324.45,385.97,"Age-sex standardised rate per 100,000","Public Health Scotland (SMR01)"
"Alcohol-related hospital admissions","Glasgow City","S37000034","HSC partnership",2013,"2013/14 financial year",6654,1249.22,1218.42,1280.59,"Age-sex standardised rate per 100,000","Public Health Scotland (SMR01)"
"Alcohol-related hospital admissions","North Lanarkshire","S37000035","HSC partnership",2013,"2013/14 financial year",2586,791.47,760.95,822.89,"Age-sex standardised rate per 100,000","Public Health Scotland (SMR01)"
"Alcohol-related hospital admissions","Aberdeen Central","S99000001","HSC locality",2013,"2013/14 financial year",792,1163.9,1077.55,1254.92,"Age-sex standardised rate per 100,000","Public Health Scotland (SMR01)"
"Alcohol-related hospital admissions","Aberdeen North","S99000002","HSC locality",2013,"2013/14 financial year",456,657.96,598.16,722.07,"Age-sex standardised rate per 100,000","Public Health Scotland (SMR01)"
"Alcohol-related hospital admissions","Aberdeen South","S99000003","HSC locality",2013,"2013/14 financial year",459,622.05,565.67,682.47,"Age-sex standardised rate per 100,000","Public Health Scotland (SMR01)"
"Alcohol-related hospital admissions","Airdrie","S99000004","HSC locality",2013,"2013/14 financial year",426,806.34,730.66,887.66,"Age-sex standardised rate per 100,000","Public Health Scotland (SMR01)"
"Alcohol-related hospital admissions","Angus North East","S99000005","HSC locality",2013,"2013/14 financial year",126,472.65,392.87,563.79,"Age-sex standardised rate per 100,000","Public Health Scotland (SMR01)"
"Alcohol-related hospital admissions","Angus North West","S99000006","HSC locality",2013,"2013/14 financial year",117,334.36,275.09,402.4,"Age-sex standardised rate per 100,000","Public Health Scotland (SMR01)"
"Alcohol-related hospital admissions","Angus South East","S99000007","HSC locality",2013,"2013/14 financial year",132,442.16,369.22,525.22,"Age-sex standardised rate per 100,000","Public Health Scotland (SMR01)"
"Alcohol-related hospital admissions","Angus South West","S99000008","HSC locality",2013,"2013/14 financial year",66,271.27,208.3,346.9,"Age-sex standardised rate per 100,000","Public Health Scotland (SMR01)"
"Alcohol-related hospital admissions","Annandale & Eskdale","S99000009","HSC locality",2013,"2013/14 financial year",171,428.7,365.25,499.79,"Age-sex standardised rate per 100,000","Public Health Scotland (SMR01)"
"Alcohol-related hospital admissions","Arran","S99000010","HSC locality",2013,"2013/14 financial year",51,883.83,636.14,1189.7,"Age-sex standardised rate per 100,000","Public Health Scotland (SMR01)"
"Alcohol-related hospital admissions","Ayr North & Former Coalfield Communities","S99000011","HSC locality",2013,"2013/14 financial year",273,1370.45,1211.27,1544.56,"Age-sex standardised rate per 100,000","Public Health Scotland (SMR01)"
"Alcohol-related hospital admissions","Ayr South & Coylton","S99000012","HSC locality",2013,"2013/14 financial year",180,582.38,498.63,675.9,"Age-sex standardised rate per 100,000","Public Health Scotland (SMR01)"
"Alcohol-related hospital admissions","Badenoch & Strathspey","S99000013","HSC locality",2013,"2013/14 financial year",60,439.4,332.33,569.4,"Age-sex standardised rate per 100,000","Public Health Scotland (SMR01)"
"Alcohol-related hospital admissions","Banff & Buchan","S99000014","HSC locality",2013,"2013/14 financial year",180,475.65,408.13,551.1,"Age-sex standardised rate per 100,000","Public Health Scotland (SMR01)"
"Alcohol-related hospital admissions","Barra","S99000015","HSC locality",2013,"2013/14 financial year",15,1131.44,622.74,1881.08,"Age-sex standardised rate per 100,000","Public Health Scotland (SMR01)"
"Alcohol-related hospital admissions","Barrhead","S99000016","HSC locality",2013,"2013/14 financial year",204,895.99,775.69,1029.43,"Age-sex standardised rate per 100,000","Public Health Scotland (SMR01)"
